courseNo,courseName,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f
429,"Software Engineering II, ACP",2014,Spring,"Marinov, Darko",13,25,32,20,17,17,3,5,0,0,0,0,0
429,"Software Engineering II, ACP",2015,Spring,"Xie, Tao",16,18,12,20,25,6,4,2,0,0,1,0,0
429,"Software Engineering II, ACP",2016,Spring,"Xie, Tao",10,8,20,18,7,1,1,1,0,0,0,0,0
429,"Software Engineering II, ACP",2017,Spring,"Xie, Tao",2,9,10,5,7,4,3,0,0,0,0,0,0
429,"Software Engineering II, ACP",2018,Spring,"Marinov, Darko",3,7,11,10,3,4,0,0,0,0,0,0,0
429,"Software Engineering II, ACP",2019,Spring,"Marinov, Darko",3,8,8,2,0,1,0,0,0,0,0,0,0
431,Embedded Systems,2010,Fall,"Sha, Lui R",4,7,4,15,7,3,0,1,0,0,0,0,1
431,Embedded Systems,2010,Spring,"Caccamo, Marco",4,3,4,6,7,7,0,10,0,0,2,0,3
431,Embedded Systems,2011,Fall,"Caccamo, Marco",3,9,0,6,13,0,0,10,0,0,2,0,0
431,Embedded Systems,2011,Spring,"Caccamo, Marco",3,3,4,8,4,6,0,11,0,0,2,0,1
431,Embedded Systems,2012,Fall,"Caccamo, Marco",6,1,2,7,5,5,0,12,0,0,5,0,0
431,Embedded Systems,2013,Fall,"Caccamo, Marco",3,5,4,5,10,1,0,19,0,0,5,0,2
431,Embedded Systems,2013,Spring,"Sha, Lui R",8,13,3,10,13,8,2,0,0,0,0,0,0
431,Embedded Systems,2014,Fall,"Sha, Lui R",8,13,6,7,4,5,6,4,1,0,2,0,1
431,Embedded Systems,2014,Spring,"Sha, Lui R",10,19,12,8,4,4,0,1,0,0,0,0,0
431,Embedded Systems,2015,Fall,"Sha, Lui R",8,20,0,12,19,7,0,9,0,3,2,0,1
431,Embedded Systems,2015,Spring,"Caccamo, Marco",1,5,6,8,8,11,0,12,0,0,6,0,1
431,Embedded Systems,2016,Fall,"Caccamo, Marco",3,9,2,11,16,7,8,7,3,0,5,0,3
431,Embedded Systems,2016,Spring,"Sha, Lui R",3,2,0,10,16,3,4,3,3,0,0,0,0
431,Embedded Systems,2017,Fall,"Caccamo, Marco",2,6,1,5,11,5,3,3,2,0,3,0,2
431,Embedded Systems,2017,Spring,"Sha, Lui R",5,7,18,16,5,1,0,1,0,0,0,0,0
431,Embedded Systems,2018,Spring,"Sha, Lui R",7,10,7,8,3,0,0,4,0,0,0,0,0
431,Embedded Systems,2019,Spring,"Sha, Lui R",3,8,12,6,5,0,0,2,0,0,0,0,0
433,Computer System Organization,2010,Fall,"Adve, Sarita V",1,14,4,5,2,0,0,1,1,0,0,1,0
433,Computer System Organization,2010,Spring,"Adve, Sarita V",1,10,16,12,14,7,5,0,1,0,0,0,0
433,Computer System Organization,2011,Fall,"Adve, Sarita V",3,7,4,2,4,2,1,1,0,0,1,0,1
433,Computer System Organization,2011,Spring,"Adve, Sarita V",0,7,14,18,13,1,1,2,1,2,1,0,0
433,Computer System Organization,2012,Fall,"Adve, Sarita V",5,6,7,8,5,2,0,2,1,0,0,0,0
433,Computer System Organization,2013,Fall,"Torrellas, Josep",3,7,0,1,6,2,0,2,0,0,0,0,1
433,Computer System Organization,2013,Spring,"Adve, Sarita V",3,14,7,6,6,4,0,1,0,0,0,0,1
433,Computer System Organization,2014,Fall,"Torrellas, Josep",4,6,2,3,8,0,1,2,0,0,1,0,0
433,Computer System Organization,2014,Spring,"Adve, Sarita V",2,8,3,3,15,2,3,1,0,0,0,0,2
433,Computer System Organization,2015,Fall,"Torrellas, Josep",5,9,1,0,7,0,0,2,1,0,0,0,1
433,Computer System Organization,2015,Spring,"Garzaran, Maria J",4,6,0,1,3,0,2,4,0,0,0,0,1
433,Computer System Organization,2016,Fall,"Adve, Sarita V",5,9,3,2,3,5,0,0,0,0,1,0,0
433,Computer System Organization,2016,Spring,"Adve, Sarita V",0,6,5,4,5,2,0,1,1,0,0,0,0
433,Computer System Organization,2017,Fall,"Torrellas, Josep",4,6,0,4,4,3,0,2,1,0,0,0,0
433,Computer System Organization,2017,Spring,"Adve, Sarita V",5,6,4,5,4,1,1,0,0,0,0,0,0
433,Computer System Organization,2018,Fall,"Adve, Sarita V",2,10,8,7,2,2,0,0,0,0,1,0,0
433,Computer System Organization,2018,Spring,"Fletcher, Christopher W",3,5,5,3,4,1,0,2,1,0,0,0,0
433,Computer System Organization,2019,Spring,"Fletcher, Christopher W",2,4,7,3,2,3,1,1,0,0,1,0,0
438,Communication Networks,2010,Fall,"Lumetta, Steven S",1,10,12,5,8,8,6,2,0,0,0,0,0
438,Communication Networks,2010,Spring,"Caesar, Matthew C",5,2,5,2,5,2,2,4,3,0,2,1,4
438,Communication Networks,2011,Spring,"Godfrey, Philip B",2,4,4,6,3,3,0,4,1,1,2,2,3
438,Communication Networks,2012,Fall,"Vaidya, Nitin H",3,14,9,7,5,10,4,7,0,1,0,1,2
438,Communication Networks,2013,Fall,"Vaidya, Nitin H",2,22,7,2,28,4,4,11,2,1,0,1,0
438,Communication Networks,2013,Spring,"Kravets, Robin H",4,13,9,3,13,4,1,7,1,1,5,0,8
438,Communication Networks,2014,Fall,"Roy Choudhury, Romit",8,20,23,11,7,4,3,0,0,0,0,0,0
438,Communication Networks,2014,Spring,"Caesar, Matthew C",6,13,1,5,12,1,2,16,1,0,5,1,7
438,Communication Networks,2015,Fall,"Roy Choudhury, Romit",9,27,21,15,13,0,0,1,1,0,0,0,0
438,Communication Networks,2015,Spring,"Kravets, Robin H",2,27,5,3,13,4,4,7,4,3,2,5,15
438,Communication Networks,2016,Fall,"Borisov, Nikita",2,11,9,8,7,12,9,8,4,2,1,0,8
438,Communication Networks,2016,Spring,"Kravets, Robin H",3,30,3,5,8,6,2,3,1,2,4,4,12
438,Communication Networks,2017,Fall,"Al-Hassanieh, Haitham",7,20,12,9,23,3,5,2,0,0,0,0,0
438,Communication Networks,2017,Spring,"Kravets, Robin H",2,28,2,4,12,7,3,6,4,1,2,3,9
438,Communication Networks,2018,Fall,"Roy Choudhury, Romit",7,17,35,24,13,11,3,1,0,0,0,0,0
438,Communication Networks,2018,Spring,"Kravets, Robin H",0,18,4,2,7,3,2,9,1,1,2,3,12
438,Communication Networks,2019,Spring,"Kravets, Robin H",1,21,8,1,8,1,3,5,5,0,3,1,6
440,Artificial Intelligence,2010,Fall,"Dejong, Gerald F",11,13,2,1,15,4,1,7,0,0,9,0,2
440,Artificial Intelligence,2010,Spring,"Amir, Eyal",6,9,11,3,11,8,0,3,4,0,2,0,3
440,Artificial Intelligence,2011,Fall,"DeJong, Gerald F",7,14,4,6,14,3,2,10,0,0,3,1,1
440,Artificial Intelligence,2011,Spring,"Hockenmaier, Julia C",2,11,12,16,13,12,10,7,1,4,3,0,1
440,Artificial Intelligence,2012,Fall,"Lazebnik, Svetlana",17,29,13,4,17,5,1,10,3,5,5,1,0
440,Artificial Intelligence,2013,Fall,"Lazebnik, Svetlana",21,57,5,9,25,6,0,20,0,1,5,4,2
440,Artificial Intelligence,2013,Spring,"DeJong, Gerald F",3,19,7,4,17,7,7,7,8,1,6,2,0
440,Artificial Intelligence,2014,Fall,"DeJong, Gerald F",0,53,0,0,48,0,0,16,0,0,2,0,0
440,Artificial Intelligence,2014,Spring,"DeJong, Gerald F",9,19,10,8,35,8,11,19,6,0,2,1,0
440,Artificial Intelligence,2015,Fall,"Lazebnik, Svetlana",30,52,7,5,44,5,2,19,1,3,5,1,4
440,Artificial Intelligence,2015,Spring,"Lazebnik, Svetlana",18,59,7,7,41,0,0,19,2,0,5,1,9
440,Artificial Intelligence,2016,Fall,"Hasegawa-Johnso, Mark A",8,21,0,2,24,1,4,9,0,2,2,1,4
440,Artificial Intelligence,2016,Fall,"Lazebnik, Svetlana",27,52,8,6,55,3,3,22,1,1,4,2,1
440,Artificial Intelligence,2016,Spring,"DeJong, Gerald F",11,32,5,0,56,14,0,13,0,0,6,0,3
440,Artificial Intelligence,2017,Fall,"Hasegawa-Johnso, Mark A",31,66,13,12,76,15,8,19,3,1,15,2,1
440,Artificial Intelligence,2017,Fall,"Lazebnik, Svetlana",43,56,6,4,46,1,3,15,0,0,6,1,4
440,Artificial Intelligence,2017,Spring,"DeJong, Gerald F",3,52,3,0,54,2,0,49,0,0,3,0,1
440,Artificial Intelligence,2018,Fall,"Fleck, Margaret M",40,53,55,42,29,29,10,7,2,1,2,3,4
440,Artificial Intelligence,2018,Spring,"Hasegawa-Johnso, Mark A",57,107,8,14,68,22,8,11,2,3,8,1,1
440,Artificial Intelligence,2019,Spring,"Hasegawa-Johnso, Mark A",5,90,24,25,63,8,6,8,2,0,0,0,0
440,Artificial Intelligence,2019,Spring,"Hockenmaier, Julia C",0,30,5,14,24,2,1,5,1,0,0,1,1
445,Computational Photography,2015,Fall,"Hoiem, Derek W",9,22,12,9,12,4,3,1,0,1,0,0,2
445,Computational Photography,2017,Fall,"Hoiem, Derek W",12,53,9,3,3,4,4,3,0,0,1,0,0
446,Machine Learning,2010,Fall,"Roth, Dan",7,11,7,3,3,3,3,0,0,0,0,0,2
446,Machine Learning,2011,Fall,"Roth, Dan",8,13,6,6,1,1,0,0,0,0,0,0,1
446,Machine Learning,2012,Fall,"Roth, Dan",5,28,10,17,11,2,1,0,0,0,0,0,3
446,Machine Learning,2013,Fall,"Hockenmaier, Julia C",7,26,23,21,12,14,3,4,2,2,3,0,1
446,Machine Learning,2015,Fall,"Roth, Dan",9,29,43,45,15,2,0,0,0,0,2,0,4
446,Machine Learning,2015,Spring,"Hockenmaier, Julia C",7,29,9,19,12,16,6,6,0,2,0,1,2
446,Machine Learning,2016,Fall,"Roth, Dan",9,41,25,63,13,11,0,5,0,0,2,0,4
446,Machine Learning,2017,Fall,"Koyejo, Oluwasanmi O",9,30,24,16,19,1,4,1,3,2,0,2,6
446,Machine Learning,2017,Spring,"Roth, Dan",14,22,30,31,34,7,0,2,0,0,2,0,4
446,Machine Learning,2018,Fall,"Koyejo, Oluwasanmi O",19,24,23,24,13,10,6,2,4,1,0,1,5
446,Machine Learning,2018,Spring,"Telgarsky, Matus J",13,67,76,46,41,23,2,0,0,0,3,0,0
446,Machine Learning,2019,Spring,"Schwing, Alexander G",10,44,23,21,27,13,0,1,0,0,1,0,2
446,Machine Learning,2019,Spring,"Telgarsky, Matus J",4,15,14,13,5,6,0,1,0,0,0,0,1
447,Natural Language Processing,2014,Fall,"Hockenmaier, Julia C",9,5,6,4,4,1,3,2,1,0,0,0,0
447,Natural Language Processing,2015,Fall,"Hockenmaier, Julia C",15,18,10,10,6,7,2,1,2,0,0,0,0
447,Natural Language Processing,2017,Fall,"Hockenmaier, Julia C",18,30,15,7,4,6,1,1,0,0,0,0,1
447,Natural Language Processing,2018,Fall,"Hockenmaier, Julia C",11,18,13,14,11,0,2,2,0,0,3,0,1
450,Numerical Analysis,2010,Fall,"Heath, Michael T",7,15,8,15,12,10,5,0,0,0,2,0,0
450,Numerical Analysis,2010,Spring,"Bond, Stephen",2,14,1,3,3,5,1,1,3,0,1,2,3
450,Numerical Analysis,2011,Fall,"Hirani, Anil N",2,22,10,8,6,4,4,1,5,0,0,2,1
450,Numerical Analysis,2011,Spring,"Olson, Luke",1,6,11,6,5,2,1,4,2,0,0,2,0
450,Numerical Analysis,2012,Fall,"Heath, Michael T",11,20,18,15,18,9,2,3,0,1,0,0,0
450,Numerical Analysis,2013,Fall,"Olson, Luke",0,39,13,16,18,5,6,6,10,5,1,5,6
450,Numerical Analysis,2013,Spring,"Hirani, Anil N",1,16,4,7,11,1,5,20,3,0,4,0,8
450,Numerical Analysis,2014,Fall,"Heath, Michael T",7,21,22,23,18,14,8,7,3,1,2,0,2
450,Numerical Analysis,2014,Spring,"Kloeckner, Andreas P",0,33,11,5,12,7,5,1,2,1,1,1,2
450,Numerical Analysis,2015,Fall,"Fischer, Paul",9,30,18,11,22,6,6,2,2,0,1,0,0
450,Numerical Analysis,2015,Spring,"Fischer, Paul",7,16,19,20,29,14,7,6,6,0,2,0,1
450,Numerical Analysis,2016,Fall,"Heath, Michael T",4,17,24,15,26,20,16,14,12,1,1,3,2
450,Numerical Analysis,2016,Spring,"Kloeckner, Andreas P",7,54,10,13,23,5,5,7,1,2,2,0,2
450,Numerical Analysis,2017,Fall,"Fischer, Paul",2,29,23,24,14,14,10,3,3,1,0,1,1
450,Numerical Analysis,2017,Spring,"Fischer, Paul",3,10,26,28,22,17,14,7,3,0,4,1,1
450,Numerical Analysis,2018,Fall,"Solomonik, Edgar V",20,35,13,8,6,3,2,5,2,0,0,0,3
450,Numerical Analysis,2018,Spring,"Solomonik, Edgar V",7,23,14,14,9,11,9,7,4,4,5,2,8
450,Numerical Analysis,2019,Spring,"Kloeckner, Andreas P",10,45,14,11,15,7,7,10,4,4,2,2,0
457,Numerical Methods II,2011,Spring,"Gropp, William D",1,8,0,0,2,0,3,2,6,0,0,0,2
460,Security Laboratory,2010,Spring,"Hinrichs, Susan",0,13,16,1,1,1,0,0,0,1,0,0,0
460,Security Laboratory,2011,Spring,"Hinrichs, Susan",0,24,7,3,1,0,0,3,1,0,1,0,1
460,Security Laboratory,2014,Spring,"Bambenek, John C",1,40,5,9,1,2,0,4,0,0,0,0,3
460,Security Laboratory,2015,Spring,"Bambenek, John C",0,99,4,6,5,0,1,2,1,0,0,0,1
460,Security Laboratory,2016,Spring,"Bambenek, John C",3,45,3,4,3,1,6,5,1,0,1,2,3
460,Security Laboratory,2017,Spring,"Bambenek, John C",5,72,3,0,10,0,0,0,1,1,1,0,3
460,Security Laboratory,2018,Spring,"Bambenek, John C",5,85,0,3,6,0,0,2,0,1,0,0,3
460,Security Laboratory,2019,Spring,"Bambenek, John C",22,62,1,0,6,0,0,0,0,0,0,1,3
461,Computer Security I,2010,Fall,"Hinrichs, Susan",3,30,0,4,32,0,4,13,0,0,0,0,0
461,Computer Security I,2010,Spring,"Nicol, David M",0,11,13,9,8,10,11,9,0,0,1,0,0
461,Computer Security I,2011,Fall,"Hinrichs, Susan",1,22,7,10,49,0,4,22,0,0,3,0,0
461,Computer Security I,2012,Fall,"Hinrichs, Susan",2,35,1,9,59,0,6,35,0,0,1,0,1
461,Computer Security I,2013,Fall,"Bobba, Rakesh",9,10,18,12,11,16,10,6,2,1,0,0,0
461,Computer Security I,2013,Spring,"Nicol, David M",4,5,16,10,23,5,10,5,2,0,2,0,0
461,Computer Security I,2014,Fall,"Cunningham, Ryan M",10,101,24,8,17,7,6,3,0,0,6,0,2
461,Computer Security I,2014,Spring,"Bobba, Rakesh",8,10,8,9,22,11,7,6,9,0,1,0,1
461,Computer Security I,2015,Fall,"Bailey, Michael D",4,31,10,17,41,7,5,12,8,0,11,0,4
461,Computer Security I,2015,Spring,"Bailey, Michael D",16,24,9,11,22,5,11,13,2,0,10,0,2
461,Computer Security I,2016,Spring,"Bailey, Michael D",6,28,8,6,43,14,7,20,4,2,2,2,5
461,Computer Security I,2017,Fall,"Cunningham, Ryan M",23,39,43,44,34,14,12,0,0,0,2,0,3
461,Computer Security I,2018,Fall,"Bailey, Michael D",2,2,1,2,10,2,2,3,1,0,0,0,0
461,Computer Security I,2018,Fall,"Cunningham, Ryan M",11,44,26,18,22,10,8,2,2,0,0,0,2
461,Computer Security I,2018,Spring,"Bailey, Michael D",5,15,8,15,19,15,6,17,5,0,4,0,2
461,Computer Security I,2019,Spring,"Bailey, Michael D",5,19,8,7,25,11,4,8,8,2,4,3,1
463,Computer Security II,2013,Spring,"Gunter, Carl",0,15,0,0,8,0,0,6,0,0,3,0,1
463,Computer Security II,2014,Spring,"Gunter, Carl",0,18,0,0,16,0,0,3,0,0,0,0,0
463,Computer Security II,2015,Spring,"Gunter, Carl",0,36,0,0,16,0,0,8,0,0,0,0,0
463,Computer Security II,2016,Spring,"Gunter, Carl",0,14,0,0,19,0,0,3,0,0,0,0,0
463,Computer Security II,2017,Spring,"Gunter, Carl",0,13,0,0,24,0,0,10,0,0,0,0,0
463,Computer Security II,2018,Spring,"Gunter, Carl",0,14,0,0,15,0,0,6,0,0,1,0,0
463,Computer Security II,2019,Spring,"Gunter, Carl",0,18,0,0,2,0,0,2,0,0,0,0,0
465,User Interface Design,2010,Fall,"Bailey, Brian P",0,12,5,6,15,5,0,3,1,0,0,0,0
465,User Interface Design,2011,Fall,"Bailey, Brian P",2,8,2,6,11,9,3,1,1,0,0,0,1
465,User Interface Design,2012,Fall,"Bailey, Brian P",1,10,6,1,12,4,6,8,0,0,1,0,0
465,User Interface Design,2013,Fall,"Fu, Wai-Tat",0,22,29,14,17,6,0,1,0,0,1,0,0
465,User Interface Design,2013,Spring,"Fu, Wai-Tat",5,13,13,13,19,6,3,4,0,0,4,0,1
465,User Interface Design,2014,Fall,"Bailey, Brian P",1,26,13,24,62,17,11,20,3,0,0,0,1
465,User Interface Design,2015,Fall,"Fu, Wai-Tat",6,24,28,19,56,20,10,16,4,0,2,0,1
465,User Interface Design,2015,Spring,"Fu, Wai-Tat",2,13,24,21,35,22,13,12,5,0,2,0,1
465,User Interface Design,2016,Fall,"Bailey, Brian P",3,15,19,24,72,7,14,10,3,0,1,0,0
465,User Interface Design,2016,Spring,"Kirlik, Alex",3,41,49,35,30,8,5,0,1,1,0,0,2
465,User Interface Design,2017,Fall,"Bailey, Brian P",1,24,21,9,76,21,7,4,5,2,1,0,1
465,User Interface Design,2017,Spring,"Fu, Wai-Tat",1,29,59,31,33,18,4,3,1,0,1,0,0
465,User Interface Design,2018,Fall,"Bailey, Brian P",3,40,32,9,27,7,1,7,0,1,2,0,1
465,User Interface Design,2018,Spring,"Fu, Wai-Tat",15,40,24,21,25,12,5,6,3,0,3,0,2
465,User Interface Design,2019,Spring,"Kirlik, Alex",3,27,19,6,19,1,5,3,0,0,0,0,0
466,Introduction to Bioinformatics,2011,Spring,"Sinha, Saurabh",1,9,2,6,4,2,0,0,0,0,0,0,0
466,Introduction to Bioinformatics,2013,Spring,"Sinha, Saurabh",3,9,3,3,8,3,2,2,1,0,1,0,1
466,Introduction to Bioinformatics,2014,Spring,"Sinha, Saurabh",3,13,9,5,5,6,0,0,0,0,0,0,1
466,Introduction to Bioinformatics,2015,Spring,"Sinha, Saurabh",5,13,9,7,10,4,3,3,0,0,0,0,1
466,Introduction to Bioinformatics,2016,Fall,"Sinha, Saurabh",9,18,14,9,15,4,3,5,1,0,0,0,0
466,Introduction to Bioinformatics,2016,Spring,"Peng, Jian",2,19,2,10,6,0,0,0,0,0,0,0,0
466,Introduction to Bioinformatics,2017,Spring,"Warnow, Tandy",2,6,4,2,1,1,0,1,2,0,1,0,1
466,Introduction to Bioinformatics,2018,Fall,"El-Kebir, Mohammed",7,14,7,3,4,1,0,0,0,0,0,0,0
466,Introduction to Bioinformatics,2018,Spring,"Peng, Jian",4,33,8,9,3,0,0,0,0,0,0,0,0
466,Introduction to Bioinformatics,2019,Spring,"Peng, Jian",10,36,8,7,2,0,0,0,0,0,0,0,0
467,Social Visualization,2013,Spring,"Karahalios, Kyratso G",13,27,15,4,0,0,0,0,0,0,0,0,2
467,Social Visualization,2014,Fall,"Karahalios, Kyratso G",3,34,14,8,6,0,1,0,1,0,0,0,0
467,Social Visualization,2014,Spring,"Karahalios, Kyratso G",11,26,31,10,8,1,0,3,0,0,0,0,1
467,Social Visualization,2016,Spring,"Karahalios, Kyratso G",2,42,16,8,8,3,0,1,0,0,0,0,0
467,Social Visualization,2019,Spring,"Karahalios, Kyratso G",10,31,4,4,1,0,0,0,0,0,0,0,0
473,Algorithms,2010,Spring,"Erickson, Jeff G",5,8,11,12,11,10,10,16,9,4,4,7,3
473,Algorithms,2018,Fall,"Har-Peled, Sariel",2,8,9,3,1,6,3,2,3,0,2,0,0
473,Algorithms,2018,Spring,"Mehta, Ruta",1,8,12,4,3,4,2,4,2,0,0,0,1
473,Fundamental Algorithms,2010,Fall,"Chekuri, Chandra S",4,10,12,15,12,20,12,6,4,0,2,3,0
473,Fundamental Algorithms,2011,Fall,"Har-Peled, Sariel",0,9,18,17,12,14,15,14,11,5,5,6,1
473,Fundamental Algorithms,2011,Spring,"Har-Peled, Sariel",1,9,7,13,9,13,13,15,9,6,4,1,3
473,Fundamental Algorithms,2012,Fall,"Erickson, Jeff G",5,19,12,21,15,17,12,21,10,15,6,9,4
473,Fundamental Algorithms,2013,Fall,"Erickson, Jeff G",6,24,17,23,20,16,20,23,14,10,8,3,4
473,Fundamental Algorithms,2013,Spring,"Har-Peled, Sariel",1,5,5,4,10,7,8,8,7,0,2,1,2
473,Fundamental Algorithms,2013,Spring,"Kolla, Alexandra",2,3,3,6,5,7,9,11,6,3,1,0,0
473,Fundamental Algorithms,2014,Fall,"Kolla, Alexandra",5,6,24,23,37,34,27,17,6,1,1,0,2
473,Fundamental Algorithms,2014,Spring,"Chekuri, Chandra S",7,25,20,25,19,16,16,21,7,4,1,3,6
473,Fundamental Algorithms,2015,Spring,"Har-Peled, Sariel",0,3,6,4,10,14,10,9,6,5,4,1,0
477,Formal Software Devel Methods,2018,Spring,"Gunter, Elsa",10,9,0,2,1,3,2,2,1,0,1,1,0
477,Formal Software Devel Methods,2019,Spring,"Parthasarathy, Madhusudan",6,5,6,3,1,0,0,0,0,0,0,1,1
484,Parallel Programming,2014,Spring,"Padua, David A",0,4,1,0,7,0,0,7,0,0,3,0,0
484,Parallel Programming,2015,Spring,"Kale, Laxmikant V",2,8,2,2,9,3,1,3,2,1,1,0,0
484,Parallel Programming,2016,Spring,"Kale, Laxmikant V",5,4,6,1,4,3,3,2,1,1,0,0,0
484,Parallel Programming,2017,Fall,"Kale, Laxmikant V",2,11,2,4,8,2,0,5,1,0,1,0,0
484,Parallel Programming,2017,Spring,"Kale, Laxmikant V",4,14,5,4,10,3,1,4,2,0,1,0,0
484,Parallel Programming,2018,Fall,"Kale, Laxmikant V",7,9,5,1,9,5,2,1,2,1,1,0,0
484,Parallel Programming,2019,Spring,"Kale, Laxmikant V",5,12,1,6,12,2,3,0,0,0,1,2,0
492,Senior Project I,2010,Fall,"Woodley, Michael J",0,16,0,4,25,0,0,0,0,0,0,0,1
492,Senior Project I,2011,Fall,"Woodley, Michael J",0,20,13,5,6,0,5,0,0,0,0,0,0
492,Senior Project I,2012,Fall,"Woodley, Michael J",0,11,16,4,7,0,0,0,0,0,0,0,0
492,Senior Project I,2013,Fall,"Woodley, Michael J",0,25,30,4,0,0,5,0,0,0,0,0,0
492,Senior Project I,2014,Fall,"Woodley, Michael J",24,24,40,6,4,0,0,0,0,0,0,0,0
492,Senior Project I,2015,Fall,"Woodley, Michael J",0,8,56,25,22,24,2,0,1,1,0,0,0
492,Senior Project I,2016,Fall,"Woodley, Michael J",1,6,11,15,4,4,2,0,1,0,0,0,0
492,Senior Project I,2017,Spring,"Woodley, Michael J",1,12,6,6,3,0,0,0,0,0,0,0,0
492,Senior Project I,2018,Spring,"Woodley, Michael J",6,7,4,0,3,1,0,0,0,0,0,0,0
493,"Senior Project II, ACP",2010,Spring,"Woodley, Michael J",5,25,2,3,0,0,0,0,0,0,0,0,0
493,"Senior Project II, ACP",2011,Spring,"Woodley, Michael J",1,17,11,0,11,0,0,0,0,0,0,0,0
493,"Senior Project II, ACP",2013,Spring,"Woodley, Michael J",0,17,5,5,1,0,0,0,0,0,0,0,1
493,"Senior Project II, ACP",2014,Spring,"Woodley, Michael J",18,14,18,9,0,0,0,0,0,0,0,0,0
493,"Senior Project II, ACP",2015,Spring,"Woodley, Michael J",4,21,25,13,7,4,0,0,0,0,0,0,0
493,"Senior Project II, ACP",2016,Spring,"Woodley, Michael J",21,38,17,12,5,4,2,0,0,0,0,0,4
493,"Senior Project II, ACP",2017,Spring,"Woodley, Michael J",0,9,9,3,4,2,1,2,1,1,1,0,0
494,Senior Project II,2015,Spring,"Woodley, Michael J",2,6,6,4,2,0,1,0,0,0,0,0,0
494,Senior Project II,2016,Spring,"Woodley, Michael J",6,9,5,2,5,0,2,0,0,0,0,0,0
498,Algorithms and Models of Comp,2014,Fall,"Erickson, Jeff G",1,12,3,8,8,6,8,5,9,7,3,2,2
498,Algorithms and Models of Comp,2014,Spring,"Pitt, Leonard B",0,3,6,4,4,2,3,4,1,5,3,0,1
498,Algorithms and Models of Comp,2015,Fall,"Chekuri, Chandra S",13,51,47,35,38,39,39,38,20,12,10,13,3
498,Algorithms and Models of Comp,2015,Spring,"Pitt, Leonard B",21,33,24,43,39,30,35,27,32,24,20,8,5
498,Algorithms and Models of Comp,2016,Spring,"Viswanathan, Mahesh",19,37,67,14,39,80,19,35,13,34,10,0,0
498,Algorithms for Big Data,2019,Spring,"Chekuri, Chandra S",1,27,13,4,0,2,3,0,0,0,0,0,0
498,Applied Machine Learning,2016,Spring,"Forsyth, David A",6,79,54,16,5,0,0,0,0,0,0,0,3
498,Applied Machine Learning,2017,Spring,"Forsyth, David A",11,67,66,62,3,0,0,3,0,0,0,0,0
498,Applied Machine Learning,2018,Fall,"Forsyth, David A",3,73,23,5,7,0,0,3,0,0,0,0,5
498,Applied Machine Learning,2018,Fall,"Walker, Trevor A",1,53,31,4,4,0,0,0,0,0,0,0,3
498,Applied Machine Learning,2018,Spring,"Forsyth, David A",0,363,14,21,6,0,0,2,0,0,2,0,6
498,Applied Machine Learning,2019,Spring,"Walker, Trevor A",6,359,16,7,6,3,1,1,3,1,0,1,7
498,Art and Science of Web Prog,2015,Spring,"Kumar, Ranjitha",7,18,8,18,13,6,11,2,1,0,1,0,0
498,Art and Science of Web Prog,2016,Spring,"Kumar, Ranjitha",3,20,16,10,13,11,16,1,1,0,2,0,0
498,Art and Science of Web Prog,2019,Spring,"Kumar, Ranjitha",7,37,33,41,17,11,10,5,6,4,0,0,3
498,Art and Science of Web Progrm,2013,Spring,"King, Samuel T",0,22,6,1,3,1,0,0,3,0,0,0,0
498,Audio Computing Lab,2018,Spring,"Smaragdis, Paris",9,24,4,1,0,3,0,0,0,0,0,0,1
498,Audio Computing Lab,2019,Spring,"Smaragdis, Paris",19,21,10,6,2,1,0,0,0,0,0,0,0
498,Cloud Computing,2013,Spring,"Campbell, R H",6,27,9,12,7,12,7,4,2,0,1,0,0
498,Cloud Computing,2014,Spring,"Campbell, R H",19,30,20,10,10,2,0,0,0,0,0,0,0
498,Cloud Computing Applications,2017,Spring,"Campbell, R H",18,19,10,3,1,0,0,0,0,0,0,0,0
498,Cloud Computing Applications,2018,Spring,"Farivar, Reza",24,83,28,4,1,1,1,0,0,0,0,0,0
498,Cloud Computing Applications,2019,Spring,"Farivar, Reza",103,93,36,17,7,0,0,4,0,0,2,0,4
498,Cloud Networking,2018,Fall,"Godfrey, Philip B",8,8,3,3,2,0,0,2,0,0,0,0,4
498,Computational Advertising,2018,Fall,"Sundaram, Hari",7,17,24,7,4,1,0,0,0,0,1,0,0
498,Computational Photography,2013,Fall,"Hoiem, Derek W",4,7,9,2,2,0,0,0,1,0,0,0,0
498,Computational Photography,2014,Fall,"Hoiem, Derek W",12,6,3,2,1,3,0,0,0,0,0,1,0
498,Cyber Dystopia,2018,Fall,"Gunter, Carl",6,22,1,0,1,0,0,1,0,0,0,0,0
498,Data Science & Analytics,2019,Spring,"Campbell, R H",1,1,4,4,3,6,1,3,0,0,2,0,2
498,Digital Forensics,2013,Fall,"Campbell, R H",0,21,0,0,1,0,0,0,0,0,0,0,1
498,Digital Forensics,2014,Fall,"Campbell, R H",3,8,9,2,6,2,1,0,0,0,0,0,0
498,Digital Forensics,2015,Fall,"Campbell, R H",2,5,12,12,2,1,0,0,0,0,0,0,0
498,Digital Forensics,2016,Fall,"Campbell, R H",0,12,6,1,8,0,1,0,0,0,0,0,0
